Content,Label
"#رساله_لاعداء_محمد_بن_سلمان
 إلى ما يطول العنب حامض عنه يقول 
 ومحمد بن سلمان عنبه غيرررررررررر
 له طعم لنا والله يحفظه لنا",pos
"#رساله_لاعداء_محمد_بن_سلمان
 المجد محمد بن سلمان رغم انف الاعداء والحاقدين https://t.co/h5O2gDkhXK",pos
"#رساله_لاعداء_محمد_بن_سلمان
 الله يحفظه ويطول بعمره ويرد كيد أعداءه في نحورهم 
 الله ينصره على كل من يعاديه https://t.co/RRyVcIWMW0",pos
"#رساله_لاعداء_محمد_بن_سلمان
 القضية الأخيره أخرجتكم من المستنقعات وكشفت أقنعتكم وحقدكم وعدائكم للسعوديه ،،
 ونقول لكم من يعادي محمد بن سلمان فهو يعادي عشرين مليون سعودي مخلص لدينة وقيادتة ووطنة،،
 وبلادنا بفضل الله عاليه غالية أبيه قويه...
 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦",pos
"#رساله_لاعداء_محمد_بن_سلمان
 الشعب السعودي العظيم يقول لكم
 #الشعب_سلمان_ومحمد_الشعب",pos
"#رساله_لاعداء_محمد_بن_سلمان
 الشعب احب محمد بن سلمان لاخلاقه العاليه وتواضعه ولحكمته وسياسته ورؤيته الناجحه لصناعة مستقبل زاهر متطور لخدمة السعوديه وشعبها والعالم العربي والاسلامي 🇸🇦 وندعو الله ان يطول عمره ويحفظة ويرزقه البطانه الصالحه التي تعينه. https://t.co/lhtTrAu0Tg",pos
"#رساله_لاعداء_محمد_بن_سلمان
 
 كفووو 😍🇸🇦
 
 . https://t.co/GVD7tIktz1",pos
"#رساله_لاعداء_محمد_بن_سلمان
 
 اللهم بارك له في عمره وفِي كل خطوةٍ يخطوها https://t.co/5zoYENJuKn",pos
"#رساله_لاعداء_محمد_بن_سلمان
 
 الله يعزك يا حكومتنا ⁦❣️⁩⁦❣️⁩⁦❣️💚💚💚💚💚💚",pos
"#رساله_لاعداء_محمد_بن_سلمان
 
 الله يحفظ لنا مملكتنا الحبيبه
 ويحفظ ملكنا وولي عهده
 ويطول با اعمارهم https://t.co/cOpdlREtmY",pos
"#رساله_لاعداء_محمد_بن_سلمان
 -
 تفاعل يجلب السعاده🇸🇦😍
 https://t.co/54CLGEI9md",pos
#رساله_لاعداء_محمد_بن_سلمان 💖💖كلنا محمد بن سلمان💖💖. موتووو بغيضكم,pos
#رساله_لاعداء_محمد_بن_سلمان 🇸🇦على كل أولائك الذين ينبحون صباح مساء أن يعلموا علم اليقين بأن صاحب السمو الملكي الأمير محمد بن سلمان كسب حب شعبه وأن نباحهم يزيد من حبه فالشجرة التي لا تثمر لا ترمى بالحجارة ونقول له أمض بنا سمو سيدي الى كل طموحاتك وشعبك من حولك مشاركا ومباركا👌,pos
"#رساله_لاعداء_محمد_بن_سلمان هل رأيتم وقفة كل الشعب السعودي بكافة مستوياته معه ، وكل شرفاء العرب والمسلمين وقفة رجل واحد ، فهمتوا ولا أعيد ،",pos
"#رساله_لاعداء_محمد_بن_سلمان هل استوعبتم أن كل الشعب السعودي يمثل الأمير محمد بن سلمان وهو يمثلهم ، قائد محبوب من شعبه لا يمكن أن يهتز له طرف ولو اجتمع العالم كله ضده ، ولا يوجد جيش بالعالم بعدد الشعب السعودي فكلنا جيش ورهن إشارته ارجعوا للإحصائية لتستوعبوا.",pos
#رساله_لاعداء_محمد_بن_سلمان نعلم ان عدائكم له بسبب همته العالية وستعلمون ان دفاعنا عنه وحبنا له في كل لحظه يزداد اضعاف خيب الله امالكم وزادنا الله لحمه وترابط https://t.co/kUbC7sChNU,pos
#رساله_لاعداء_محمد_بن_سلمان نجاحك أزعجهم وهدم طموحاتهم💚 https://t.co/JhqrN83X7M,pos
#رساله_لاعداء_محمد_بن_سلمان معك معك على الخير والشر ياسيدي فأنت تحمل عقيدة وهم أمة الله ينصرك يابو سلمان https://t.co/DSsHKlAFMh,pos
#رساله_لاعداء_محمد_بن_سلمان مثل الجبل شامخ ولاهزته ريح 🇸🇦👍🏼الله يحفظه ونستودعه الله في حله وترحاله🇸🇦❤️,pos
#رساله_لاعداء_محمد_بن_سلمان لن تهزمو هذا الشعب وهذه القيادة لعدة اسباب اولها اننا نؤمن شعب وقيادة اننا على حق ونحن على يقين ان الله لن يخذلنا ونحن نعلم انكم لم ولن تتوقفو عن استحداث اكاذيب جديده تريدون بها زعزعة امن السعودية بلاد الحرمين ونحن نحب ذالك منكم لانكم تزيدون من تلاحمنا,pos
#رساله_لاعداء_محمد_بن_سلمان كل احقادكم واكاذيبكم واموالكم بتروح هباء منثورا وسيبقى الملك وولي عهده وال سعود الكرام وهذا البلاد شامخة الا ابد الابدين,pos
#رساله_لاعداء_محمد_بن_سلمان اللهم يحفظك يارب,pos
#رساله_لاعداء_محمد_بن_سلمان اللهم زده هيبه وعز https://t.co/3UtKRFoNvd,pos
#رساله_لاعداء_محمد_بن_سلمان اللهم احفظ لنا مليكنا وولي عهده 💚🇸🇦 https://t.co/08BtYzEQG9,pos
#رساله_لاعداء_محمد_بن_سلمان اسال الله التوفيق والسداد لولات أمورنا 🙏,pos
"#رساله_لاعداء_محمد_بن_سلمان اذهبوا الى الجحيم. هذا الرجل يترفع عن التفاهات ويحظى بمحبة وثقة كل #السعوديون ليس لانه شاب وغالبية السعوديون شباب بل انه محبوب من كافة اطياف المجتمع وهو يستاهل تواضع، استقامة ، محاربة تطرف وفساد ، تنمية. ويقدر الشعب ولذلك استطاع وبجدارة دخول قلوب الشعب",pos
"#رساله_لاعداء_محمد_بن_سلمان 
 
 اقول لهم اننا نراه الأمل اللي راح يزيد الدوله السعوديه قوه عظماء بعد الله سبحانه وتوفيقه",pos
"-
 
 ولي العهد محمد بن سلمان رجل "" قول وَ فعل "" ورجال قليلُ .
 
 🇸🇦💚
 
 #رساله_لاعداء_محمد_بن_سلمان https://t.co/HvFNEJKk4b",pos
"ياكثر العاطلين 💔
 الله يرزقكم من واسع فضله #مهندسون_معطلون_في_ياهلا",neg
"يا ابن حلال بلاش نضحك على بعض احنى سعوديين ونعرف عيالنا لعب وبزوطة ، سلموا المشاريع للشركات اجنبية وفكونا من السعوديين والعرب ، هذا الي باقي مشروع مترو ويبغى يمسكه سعودي... ايش عرفك بالميترو يا خوي ...
 
 #مهندسون_معطلون_في_ياهلا",neg
ي اخوي والله ظلم #مهندسون_معطلون_في_ياهلا,neg
وين وزارة العمل مهندسين سعوديين عاطلين وموظفين اجانب خذوفره بس علي البلديات وشوفو #مهندسون_معطلون_في_ياهلا,neg
"وين رؤياكم رؤيا ٣٠ 
 
 مادري وش هالرؤيا المظلمه 
 
 المهندس انسان راحت حياته كلها دراسه
 
 هذا ظلم 
 
 #مهندسون_معطلون_في_ياهلا",neg
ولله ي ذبحنا التستر وذبحنا العطاله #مهندسون_معطلون_في_ياهلا,neg
ولله ان حرام تتعب سنين واخر شيء عاطل والزبده يقولك ها تعلمت وين الوظيفه متدري وش تقوله #مهندسون_معطلون_في_ياهلا,neg
ولا اعلانات وهميه وظايف لان ولله اشوف وظايف ب الهبل بس حط رقمك وندق عليك واخر شيء محد يدق عليك #مهندسون_معطلون_في_ياهلا,neg
"وزير العمل يانايم لماذا لاتتحرك الشباب في تزايد في العطاله لماذا لاتكسر العوائق عن الشباب السعوديين ، لماذا اغلب المجالات يشترط وجود خبره. والله ستزيد العطاله عطاله بسبب عدم وجود الخبره مع العلم خبرة الاجانب حبر على ورق 😡😡😡😡😡😡😡😡😡 #مهندسون_معطلون_في_ياهلا",neg
من السبب في تعطيل المهندس السعودي #مهندسون_معطلون_في_ياهلا,neg
مصيبة ان لايكون للمهندس السعودي بصمة في بناء وطنه .. وهذا امر يتعارض بشكل واضح مع #رؤية_2030 الأسباب كثيرة وقد يكون لرجال الاعمال دور فيها .. الامر يحتاج وقفة جادة #مهندسون_معطلون_في_ياهلا,neg
"مايبغون الا أمصاري متخلف كلب مطيع عاطل ببلده ويجي يحتل وظائفنا
 #مهندسون_معطلون_في_ياهلا",neg
ليتني اجنبي عشان اتوظف بديرتي😔💔 #مهندسون_معطلون_في_ياهلا,neg
"لن يكون هناك حلول بالتنظير والتحليل 
 سنين نتكلم عن المشكلة !!!
 
 #مهندسون_معطلون_في_ياهلا",neg
"للأسف وظائف الطب والهندسة مهمشه بسبب وزارة العمل @MLSD_SA نتمنى تدخل من الامير المُلهم المجدد محمد بن سلمان لإيقاف هذه المهزله 
 
 #مهندسون_معطلون_في_ياهلا",neg
لاتزيدون المواجعع #مهندسون_معطلون_في_ياهلا,neg
لا حياة لمن تنادي لنا سنين واحننا نعاني من البطاله والتهميش والاجنبي مسيطر ع المجال كله . #مهندسون_معطلون_في_ياهلا,neg
لا حول ولا قوه #مهندسون_معطلون_في_ياهلا,neg
كل سنة نسمع وعود من هيئة المهندسين و من وزارة العمل هل هذه المرة سوف ينفذون وعودهم ام انها مثل كل مرة ؟!!!!! #مهندسون_معطلون_في_ياهلا,neg
"في بلد المشاريع ( يعطل ابناءه)،، من المسؤول ؟! مالسبب؟ لماذا ؟ ومتى الحل ؟! Complicated situation needed to be solved immediately #مهندسون_معطلون_في_ياهلا",neg
غلطت عمري يوم دخلت هندسه واخذت شهادتها بعد دراسة خمس سنوات ... والان هذي السنه الرابعه عاطل #مهندسون_معطلون_في_ياهلا,neg
"على طول السنوات السابقه في كل مره 
 تثبت وزارة العمل @MLSD_SA فشلها 
 بتوطين الوظائف القيادية رغم وجود الشاب السعودي المتعلم @Ahmed_S_Alrajhi اعتقد ي مهندس احمد اذا لم تفعل شي خلال سنه ستطرد كسابقيك
 
 #مهندسون_معطلون_في_ياهلا",neg
"طبعا انتهت الحلقة وتستمر معاناتنا 💔
 
 #مهندسون_معطلون_في_ياهلا",neg
شي يغبن لما الواحد يكرف وشهاده واخرتها عاطل الله يصلح الحال ويرزقهم جميع #مهندسون_معطلون_في_ياهلا,neg
"دراسة الهندسة والعمل كمهندس بالمجتمع السعودي لم يعد كافيا بشكل اقتصادي ولا شخصي، البيئة غير محفزة تماما الحماس والرغبة والطموح لم يعد كافيا في هذا الزمن ومن قرر دراسة الهندسة يجب عليه اعادة التفكير اكثر من مرة حتى لا يذهب عمره 
 #مهنس_معماري_يتفلسف #فضفضة_مهندس #مهندسون_معطلون",neg
"خلني ساكت بس اقسم بالله انهم من راس الهرم الى اصغر واحد كلهم فاسدين لاكن تكلمنا الى ان ملينا من الكلام ، ما اقول الا حسبي الله على كل ظالم هدم شغفنا وحبنا لمهنتنا #مهندسون_معطلون_في_ياهلا",neg
"حالة القطاع الخاص يرثى لها واعتقد الي مو قد السوق يطلع منه الاقتصاد لسعودي يحتاج العلاج بالصدمة الكهربائية 
 
 #مهندسون_معطلون_في_ياهلا",neg
"جات على المهندسين
 جميع التخصصات عاطلين
 وزارة العمل 🙈🙉🙊 #مهندسون_معطلون_في_ياهلا",neg
"توني ماقلت بِسْم لله في التخصص كرهتوني فيه🙂💔
 
 #مهندسون_معطلون_في_ياهلا",neg
"أظن أن لا أحد يستطيع أن يتحدث عن البؤس و العطالة سوى من ذاق ويذوق لهيبها ، إنها لظى حارقة، سكين جارحة، قنبلة موقوتة تنفجر في قلبك كلما نظر إليك عجوز بعين الشفقة. #مهندسون_معطلون_في_ياهلا",neg
"أثناء ماابحث عن وظيفة تظهر لي شروط توظيف المهندسين بعضها مطلوب / خبرة ١٥ سنة !! سلامات هذا على وشك تقاعد !!
 وحديثي التخرج متكدسين !! 
 __
 #مهندسون_معطلون_في_ياهلا",neg
"إن قسوة العطالة أشد مرارة لباحث عن عمل ، تحدى حياته وتمرد عليها بأنفة وعزة وكبرياء ، كد واجتهد ، زرع ولم يحصد سوى خيبة الأمل في هذا الزمن الردئ المتلون الذي يجبرك على الاستسلام أمام طاحونته لتعصرك عصرا حتى تصير أداة غير صالحة للاستعمال.
 #مهندسون_معطلون_في_ياهلا",neg
انا ي ابن البلد عاطل والاجنبي ب وظيفه راتبه ٤٠ الف ولله لوني ليش قيمت ١٠ موظفين #مهندسون_معطلون_في_ياهلا,neg
انا طموحاتي من يومي صغير الى الان عمري ١٩ وطموحي هندسة كهربائية بكل هذي السهولة يسلب من كل شخص طموح بسبب اجنبي والبعض بشهايد مو معترفة والبلدان برا ماقد شفتها تعتمد على مهندسين غير اهل البلد نفسه المفروض فيه اولوياات للمواطن السعودي.... التكملة تحت #مهندسون_معطلون_في_ياهلا,neg
انا اخوي متخرج مهندس و ذي السنة الثانيه له جالس بالبيت و غير كذا اغلب الوظائف الهندسيه ماسكينها الأجانب يعين الله #مهندسون_معطلون_في_ياهلا,neg
الوظيفة ﺣﻖ ﻟﻠﻤﻮاﻃﻦ ﻻ ﻳﺠﻮز ﻟﻐﻴﺮﻩ ﻣﻤﺎرﺳﺘﻪ إﻻ ﺑﻌﺪ ﺗﻮاﻓﺮ اﻟﺸﺮوط اﻟﻤﻨﺼﻮص عليها . السؤال هل يتم اختبار قدرات غير السعودي وتدقيق شهاداتة والتأكد من صحتها قبل التعاقد ؟(لا)أين المساواة ! بكل شفافية هذا الفساد ياساده . #مهندسون_معطلون_في_ياهلا,neg
الوظايف مدري وين تروح شكلها تحت من تحت ل الاجنبي #مهندسون_معطلون_في_ياهلا,neg
الوضع يزعل للاسف #مهندسون_معطلون_في_ياهلا,neg
الوضع سيء لازم حل #مهندسون_معطلون_في_ياهلا,neg
المهندسون الأجانب هم سبب فشل مشروع تصريف السيول وبالذات المصرييين يطلبون من المقاول فلوس وهو غصب عليه يدفع بغض النظر عن العمل #مهندسون_معطلون_في_ياهلا,neg
"المسائلة حلها ابسط مما نتصور ولاكن بعض التجار اصبح يفضّل الأجنبي على المواطن واطالب الدولة بمحاكمتهم بتهمة عدم الولاء للوطن 
 
 #مهندسون_معطلون_في_ياهلا",neg
الله يعين #مهندسون_معطلون_في_ياهلا,neg
اصعب شئ في الحياه لما المواطن يشوف الاجنبي ماخذ وظيفته في وطنه 💔 #مهندسون_معطلون_في_ياهلا,neg
اذا الهيئة السعوديه للمهندسين ماتدعمني وتحميني من طمع المهندسين الاجانب بوظائفنا اللي احنا اولى فيها من بياخذ حقي ؟ #مهندسون_معطلون_في_ياهلا https://t.co/iQAhEKlnlF,neg
"RT @XrYx66iyAc22lIu: #مهندسون_معطلون_في_ياهلا
 يوجد فساد كبير من مسؤولي التوظيف في الدوائر الحكومية وفي القطاع الخاص أيضا كيف لاجنبي أن يقيم المهندس السعودي؟ 
 إذا تم إهدار طاقات الشباب السعودي وتهميشهم سيحدث مالا يحمد عقباه سواء على مستوى المهندسين أو غيرهم هناك جهات خارجيه تخوض وتلعب في أدق التفاصيل",neg
"RT @or_2030: #مهندسون_معطلون_في_ياهلا
 
 اذا ما تم القضاء على بطالة المهندسين السعوديين
 في هذه الفترة المليئه بالمشاريع والتطور والأعمار 
 متى سيتم القضاء عليها !!؟ 
 
 اغنى بلد في العالم 
 اكثر بلد تقام على ارضه مشاريع بمليارات الدولارات 
 لايجد المهندس السعودي فيه مكان للعمل 💔",neg
"RT @mma123456: #مهندسون_معطلون_في_ياهلا 
 الشباب السعودي له الحق في الحصول على وظيفة، المطلوب - تكاتف الجهود بمبادرات مشتركة من #هيئة_المهندسين ووزارة العمل للتدخل في إعطاء الأولوية في اي مشروع لتوظيف السعوديين،
 بالاضافة الى تقنين عدم استقدام مهندسين بتقدير مقبول، وإخضاع اي مهندس للاختبار",neg
"RT @m0ham2e1: #مهندسون_معطلون_في_ياهلا
 تخرجت و دخلت هندسة 
 و اخوي تخرج من الثانوية بعدي بسنة و دخل عسكرية 
 اليوم اخوي راتبه عشره الالاف و متزوج و عنده شقة و عيال و انا حارس امن اشتغل في الليل عشان ما يشوفوني الناس",neg
RT @Ltofh20: اكبر ظلم للشعب السعودي انك صرت وزير فرحنا بيوم طلع خبر وقلنا اوك تمام ان شاءالله فيه خير عن سابقه بس للاسف نفس الوضع كرسي بدون شغل ابصم بالعشره اني لو كنت على كرسيك وفرت ١٠٠٪وظيفه واكثر بثلاث شهور بس @Ahmed_S_Alrajhi #مهندسون_معطلون_في_ياهلا,neg
"RT @llzz2222: جات على المهندسين
 جميع التخصصات عاطلين
 وزارة العمل 🙈🙉🙊 #مهندسون_معطلون_في_ياهلا",neg
"RT @l0Ray: @YaHalaShow جميع الشركات الكبرى ابتكرت طريقة التعاقد مع شركات اصغر لتشغيل مشاريعها!
 
 هذا خبث من الشركات الكبرى لاخلاء مسؤليتها في التوظيف ولتقليل مصاريفها على الموظفين!
 
 #مهندسون_معطلون_في_ياهلا",neg
"RT @l0Ray: @YaHalaShow بعض القطاعات والمستشفيات والجامعات تطرح وظائف بعدد لايتجاوز ٥ وظائف وتستدعي جميع المتقدمين من جميع مناطق المملكة
 على سبيل المثال
 جامعة ام القرى ٦ وظائف والمختبرين لها فوق ٦٠٠ مهندس
 
 #مهندسون_معطلون_في_ياهلا",neg
"RT @JoblessKSAeng: يصرح وزير العمل بوعد لتوظيف العاطلين ، متى وكيف ولماذا هذا التأخير ؟؟ يطوف الملك مدن المملكة ويفتتح مشاريع تقارب لاعداد المهندسين العاطلين ومع ذلك يتولى التنفيذ الاجنبي ويبقى ابن الوطن على دكة الاحتياط ؟؟
 #مهندسون_معطلون_في_ياهلا",neg
"RT @JoblessKSAeng: خذلان لا يغتفر من وزارة العمل !! الدوله تتجه لدعم القطاع الخاص وتقليل الوظائف الحكوميه ووزير العمل يصرح عدد المهندسين قليل ، هل اصبح المهندسين وتعليمهم وضياع اعمارهم مجرد رقم واحصائية في سجلك يا سعادة المهندس ؟؟؟؟؟
 #مهندسون_معطلون_في_ياهلا",neg
"RT @JAgeeli: #مهندسون_معطلون_في_ياهلا
 لما طلع اسمي في الابتعاث قالوا لنا اجتهدوا عشان ترجعون تبنون البلد ولما رجعنا محملين بشهاداتنا بحماس انصدمنا من الواقع من صعوبه العمل في القطاع الحكومي بدون واسطه وشرط الخبرة في القطاع الخاص بالتالي مالك الا مشروع واول ما ينتهي المشروع تبقى عاطل زي حالي",neg
"RT @JAgeeli: #مهندسون_معطلون_في_ياهلا
 في القطاع الخاص أجبروا على توظيف سعوديين في قسم الموارد البشرية لكن فعلا هم مجرد صورة من يوظف هو الأجنبي اللي مستحيل يوظفك و راح يشتكي انه لم يجد في السعوديين الكفاءة و يطلب من بلده و أخص بالذكر المصريين و الشوام و الهنود",neg
"RT @Hussain_Hayf: #مهندسون_معطلون_في_ياهلا
 
 تنشد عن الحال هذا هو الحال💔
 
 حسبي الله على كل من له علاقة
 بعدم توظيف المهندس السعودي..
 سواء كانوا
 أفراد
 أو قطاعات حكومية 
 أو منشآت خاصة https://t.co/ALr7qt8m6I",neg
RT @hmmod131: انا اخوي متخرج مهندس و ذي السنة الثانيه له جالس بالبيت و غير كذا اغلب الوظائف الهندسيه ماسكينها الأجانب يعين الله #مهندسون_معطلون_في_ياهلا,neg
"RT @engselections: عقدة النقص تجاه الاجنبي جعلت الدولة ممثلة بوزارة العمل والخدمة المدنية غير مقتنعه بالسعودي لو تخرج من احسن جامعات العالم،
 
 والي يقهرك اكثر ان الي قاعدين يفضلونهم علينا لو تخرج سعودي من احد جامعاتهم مااعترفت الدوله بشهادته،
 
 بعني المشكلة هي انك *سعودي*
 
 #مهندسون_معطلون_في_ياهلا",neg
"RT @Eng77733793: #مهندسون_معطلون_في_ياهلا
 المصيبة ان امور توظيف المهندسين السعوديين كلها بيد الاجانب ، الاجنبي اصبح الآمر الناهي في امر توظيفنا فمن الطبيعي ان لا يتم توظيف المهندسين السعوديين لعيون طوني وعيال جماعته اصبحت انا غريب في وطني والاجنبي مواطن وفرص العمل كثيرة لهم ولنا لا تكاد تُذكر",neg
RT @DICmMvi3nyVlncz: اصبح المهندس السعودي يصارع الفقر أين المنقذ ؟ #مهندسون_معطلون_في_ياهلا,neg
"RT @Abu_abdullah895: #مهندسون_معطلون_في_ياهلا
 قسم بالله عيب على وزارة العمل والشركات والمؤسسات الوطنية أن يكون هناك سعودي مؤهل عاطل والوافد يشغل مكانه سواء كان
 أستاذ
 طبيب
 مهندس
 أخصائي 
 فني
 إداري
 موظف عادي",neg
"RT @AboShahiir: #مهندسون_معطلون_في_ياهلا
 
 اقفلو الأبتعاث للمهندسين واقفلو كليات الهندسة اذا اصبح ليس هناك استقطاب للسواعد الوطنية...",neg
"RT @Abdullah_S_1993: #مهندسون_معطلون_في_ياهلا 
 البطالة بازدياد والحلول بانحياد ،السعودي معطل والأجنبي مفعل ، وعودهم بنادول و عطالة المهندس السعودي لاتزول.",neg
"RT @Abdulla___H: @its_z_mas #مهندسون_معطلون_في_ياهلا
 لاترمون كل مشاكلكم على الاجانب 
 البلد تكفي الجميع بس مالكم دبره",neg
"RT @Abdulla___H: #مهندسون_معطلون_في_ياهلا
 عندما لا يجد الأطباء والمهندسين 
 وظائف في أغنى بلد في العالم فعليك 
 بالتفكير بحجم الفاسد اللذي نعاني منه https://t.co/2rhyoHgQ3f",neg
"RT @abd__553: #مهندسون_معطلون_في_ياهلا
 مسيرة المهندس السعودي بعد التخرج
 يدفع لهيئة المهندسين عشان يعتمد مهندس
 يدفع لقياس عشان يشغل المرتبتين 6 و 7
 يدفع للدورات عشان يقوي CV حقه
 والنتيجة عاطل عن العمل او في قطاع خاص
 برواتب متدنية",neg
"RT @Aaf___511: @Abdulaziz10432 @Hussain_Hayf @MLSD_SA @Eng_Council 😂👍
 قسم بالله جبتها ماعندهم وظائف للسعودي غير سكيورتي وإذا عزوه مرة كاشير
 هي مهنة شريفة الله يوفقهم ويرزقهم من واسع فضله
 لكن الظلم شهادة جامعية وعمل لايستحقه
 ورب البيت حتى من يبيع خضرة قريبي فقير يعول أسرة صادروا خضرته
 مات وهو يدعي على بلطجية البلدية #مهندسون_معطلون_في_ياهلا",neg
RT @111AymanAhmed: #مهندسون_معطلون_ياولي_العهد بالإمكان إحلال نسبة بسيطة جدا من المهندسين السعودين مكان المهندسين الأجانب و أيضا بالإمكان وضع شروط لا يتم إلا يجب وجود نسبة مهندسين سعودين وووو....... الحلول كثيرة ولكل لاحياة لمن تندى https://t.co/sM9uqdguDU,neg
"@mylawlow #مهندسون_معطلون_في_ياهلا
 الكل يعاني ليس انت فقط 
 تمنياتي لك بالتوفيق 🙏🏻",neg
@musa__cfc وانا بعد نفس الحال ياخوي قدمت على أكثر من ٥٠ وظيفة من ضمنها تمهير وكلها رفض بنفس السبب او عشان المهارات غير مناسبة #مهندسون_معطلون_في_ياهلا #مهندسون_سعوديون_بلا_عمل,neg
"#مهندسون_معطلون_في_ياهلا
 ياهيئة المهندسين تري مابجدد العضويه على الفاضي هيئة المهندسين همها تجمع فلوس من المهندسين ولا استفدنا منها شي",neg
"#مهندسون_معطلون_في_ياهلا
 ولا يخفى عليكم كمية الاستهزاء من اللي يسون معنا المقابلات واخص بالذكر عرب الشمال ينظرون لنا نظرة دونية واحتقار وكأن الراتب بيصرف من جيبه وبعد ما يخسف فيك الارض بكلامه يقولك ماعندنا توظيف او راح نتواصل معك ( لقد اسمعت اذ ناديت حيا ولكن لا حياة لمن تنادي)",neg
"#مهندسون_معطلون_في_ياهلا
 والله عيب ياوزارة العمل لنا سنين نطالب وانت بس عندكم وعود سمعنا الوعود كثير ياوزير العمل عندك حل لنا ولا اعترف بفشلك في هذي القضيه مثل الي قبلك",neg
"#مهندسون_معطلون_في_ياهلا
 والله جريمة بحق ابناء البلد.
 
 مهندس سعودي يعمل كاشير او يعمل شاهي على الجمر !!!...",neg
"#مهندسون_معطلون_في_ياهلا
 هيئة المهندسين هشة وضعيفة ولا تمتلك الحلول ولا المبادرات الملموسة على ارض الواقع دورات معظمها بالرياض برسوم عالية وحضور الدورات يوجب غيابك بعملك وخصم راتبك ولا يوجد ربط بينهم وبين الشركات وهي اضعف بكثير من ان يكون لها اعتبار عند الشركات ولن يُسمع لهم صوت",neg
"#مهندسون_معطلون_في_ياهلا
 عندنا بالسعوديه ندرس هندسه لكي نشتغل كاشير وموظف استقبال. 
 وغيرنا يأتي بشهادة مزوره ويصبح مهندس. زمن ترا فيه العجب",neg
"#مهندسون_معطلون_في_ياهلا
 عملت بعدة شركات السعودي يا حارس امن يامراسل يامحصل يامعقب وماتقدر تتطور ولا تترقي لا اي منصب لكثرة الاجانب بكل قسم ويزرعون قاعده لصاحب العمل ده مايشتغل ده يتاخر ده مايفهم ده مافيش حل معاه الان شغال بشركه احس اني ساكن في قاهره بمصر",neg
"#مهندسون_معطلون_في_ياهلا
 طالما المشاريع صارت تروح هبات للدول المجاوره وشركاتهم ماراح يلقى المهندس السعودي العاطل الا بوابات المولات سيكورتي فيها 
 عندنا بمكه مشروع كوبري النوريه راح للمقاولون العرب اللي بدورها باعته لمقاول في الباطن مصري طبعاً هالكوبري بيكمل ست سنوات وماسووه",neg
"#مهندسون_معطلون_في_ياهلا
 جميع المهندسين الوافدين العرب استقدمو عبر اجهزه الوزاره لم ينزلو علينا من الفضاء
 الخلل ليس في المواطن صاحب المصلحه 
 المشكله و الحل تبدأ من مكتب الاستقدام",neg
"#مهندسون_معطلون_في_ياهلا
 تهميش المهندس السعودي أوجد لنا تعثر في كثير من المشاريع او عدم الانتهاء منها بشكل الصحيح.
 هيئات هندسية ذات تأثير ضعيف في صنع القرار او محاسبة المقصر ساهمت أيضا في كثير من المشاكل وخاصة في عدم تمكين المهندس السعودي من العمل في السوق!",neg
"#مهندسون_معطلون_في_ياهلا
 ترا صار عادي نشوف أردني ولا مصري حديث تخرج من جامعة كانت عمارة سكنية ويمسك مشروع بالسعودية ، والمهندس السعودي له سنين يرتب اللبن في ثلاجة سوبر ماركت ومديرة مصري ! 
 
 يا ناس الوظائف لدينا مخترقة من اللوبيات الأجنبية تعبنا وحنا نقولها ونكررها !!!!!!!!!!",neg
"#مهندسون_معطلون_في_ياهلا
 أول كنا نفرح اذا تخرج الواحد مهندس !
 الآن يتخرج المهندس ويتوظف في احد المجمعات التجارية ٤٠٠٠ وداوم ٨ ساعات شيء لا يعقل !",neg
"#مهندسون_معطلون_في_ياهلا
 المصيبة ان امور توظيف المهندسين السعوديين كلها بيد الاجانب ، الاجنبي اصبح الآمر الناهي في امر توظيفنا فمن الطبيعي ان لا يتم توظيف المهندسين السعوديين لعيون طوني وعيال جماعته اصبحت انا غريب في وطني والاجنبي مواطن وفرص العمل كثيرة لهم ولنا لا تكاد تُذكر",neg
"#مهندسون_معطلون_في_ياهلا
 التوطين ليس معضلة لمن لديه إرادة وحسن تخطيط 
 ولكن وزارة العمل جعلته معضلة لأنها لا نية لها في التخطيط الصحيح والحد من الاعتماد على الوافدين وإيقاف التأشيرات !!",neg
#مهندسون_معطلون_في_ياهلا بلد المشاريع بلد الخير بلد بلد الاجنبي مدير عليك العطاله نصف الشباب عاطل او الاغلب شركات ٣٠٠٠ريال او ١٥٠٠ تصرف مين.,neg
"#مهندسون_معطلون_في_ياهلا المشكله الرئيسية مو فالأجانب ، المشكلة الكبرى والطآمه في اللى منبطح للاجانب اللى للاسف يحسب علينا كسعودي ‼️
 وسامح لهم بفصل السعوديين وتعطيلهم ظلماً 👌🏼.",neg
"#مهندسون_معطلون_في_ياهلا الحلول الموقته للوضايف لاتفيد 
 المهندسين السعوديين يجب علي مكتب العمل اي جهه تطلب استقدام مهندس تلزم بسعودي خريج ولا يجدد الاقامه للاجنبي",neg
"#مهندسون_معطلون_في_ياهلا 
 اويلي هالعمر راح 💔",neg
"#تمهير طالبين مهندس مدني بدون خبرة ويرفضوني عشان ماعندي خبرة 😂😭😔😂🤣💔💔
 
 اضحك ولا ابكي والمشكلة انها ٣٠٠٠ بس #مهندسون_معطلون_في_ياهلا",neg
